"""siteid""","""sitename""","""itemid""","""itemname""","""itemengname""","""itemunit""","""monitordate""","""concentration"""
51,大寮,143,小時風速值,WS_HR,m/sec,2023-09-29,0.8
52,林園,1,二氧化硫,SO2,ppb,2023-09-29,1.1
52,林園,2,一氧化碳,CO,ppm,2023-09-29,0.25
52,林園,3,臭氧,O3,ppb,2023-09-29,35.2
52,林園,4,懸浮微粒,PM10,μg/m3,2023-09-29,30
52,林園,5,氮氧化物,NOx,ppb,2023-09-29,5.4
52,林園,6,一氧化氮,NO,ppb,2023-09-29,0.6
52,林園,7,二氧化氮,NO2,ppb,2023-09-29,4.7
52,林園,8,總碳氫化物,THC,ppm,2023-09-29,2.39
52,林園,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-29,0.09
52,林園,10,風速,WIND_SPEED,m/sec,2023-09-29,1.5
52,林園,14,溫度,AMB_TEMP,℃,2023-09-29,29.6
52,林園,31,甲烷,CH4,ppm,2023-09-29,2.29
52,林園,33,細懸浮微粒,PM2.5,μg/m3,2023-09-29,17.5
52,林園,38,相對濕度,RH,%,2023-09-29,84
52,林園,143,小時風速值,WS_HR,m/sec,2023-09-29,1.2
53,楠梓,1,二氧化硫,SO2,ppb,2023-09-29,1.2
53,楠梓,2,一氧化碳,CO,ppm,2023-09-29,0.26
53,楠梓,3,臭氧,O3,ppb,2023-09-29,32.6
53,楠梓,4,懸浮微粒,PM10,μg/m3,2023-09-29,28
53,楠梓,5,氮氧化物,NOx,ppb,2023-09-29,12.9
53,楠梓,6,一氧化氮,NO,ppb,2023-09-29,1.8
53,楠梓,7,二氧化氮,NO2,ppb,2023-09-29,11
53,楠梓,8,總碳氫化物,THC,ppm,2023-09-29,2.15
53,楠梓,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-29,0.07
53,楠梓,10,風速,WIND_SPEED,m/sec,2023-09-29,1.1
53,楠梓,14,溫度,AMB_TEMP,℃,2023-09-29,29.6
53,楠梓,31,甲烷,CH4,ppm,2023-09-29,2.08
53,楠梓,33,細懸浮微粒,PM2.5,μg/m3,2023-09-29,14.5
53,楠梓,38,相對濕度,RH,%,2023-09-29,81
53,楠梓,143,小時風速值,WS_HR,m/sec,2023-09-29,1
54,左營,1,二氧化硫,SO2,ppb,2023-09-29,1.5
54,左營,2,一氧化碳,CO,ppm,2023-09-29,0.33
54,左營,3,臭氧,O3,ppb,2023-09-29,34.5
54,左營,4,懸浮微粒,PM10,μg/m3,2023-09-29,27
54,左營,5,氮氧化物,NOx,ppb,2023-09-29,10.8
54,左營,6,一氧化氮,NO,ppb,2023-09-29,1.4
54,左營,7,二氧化氮,NO2,ppb,2023-09-29,9.3
54,左營,8,總碳氫化物,THC,ppm,2023-09-29,2.08
54,左營,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-29,0.07
54,左營,10,風速,WIND_SPEED,m/sec,2023-09-29,1.8
54,左營,14,溫度,AMB_TEMP,℃,2023-09-29,29.6
54,左營,31,甲烷,CH4,ppm,2023-09-29,2
54,左營,33,細懸浮微粒,PM2.5,μg/m3,2023-09-29,18.9
54,左營,38,相對濕度,RH,%,2023-09-29,80
54,左營,143,小時風速值,WS_HR,m/sec,2023-09-29,1.5
56,前金,1,二氧化硫,SO2,ppb,2023-09-29,1
56,前金,2,一氧化碳,CO,ppm,2023-09-29,0.39
56,前金,3,臭氧,O3,ppb,2023-09-29,32.3
56,前金,4,懸浮微粒,PM10,μg/m3,2023-09-29,32
56,前金,5,氮氧化物,NOx,ppb,2023-09-29,11.7
56,前金,6,一氧化氮,NO,ppb,2023-09-29,1
56,前金,7,二氧化氮,NO2,ppb,2023-09-29,10.6
56,前金,8,總碳氫化物,THC,ppm,2023-09-29,2.13
56,前金,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-29,0.09
56,前金,10,風速,WIND_SPEED,m/sec,2023-09-29,1.4
56,前金,14,溫度,AMB_TEMP,℃,2023-09-29,29.9
56,前金,31,甲烷,CH4,ppm,2023-09-29,2.04
56,前金,33,細懸浮微粒,PM2.5,μg/m3,2023-09-29,21.1
56,前金,38,相對濕度,RH,%,2023-09-29,83
56,前金,143,小時風速值,WS_HR,m/sec,2023-09-29,1.2
57,前鎮,1,二氧化硫,SO2,ppb,2023-09-29,2.3
57,前鎮,2,一氧化碳,CO,ppm,2023-09-29,0.42
57,前鎮,3,臭氧,O3,ppb,2023-09-29,30.6
57,前鎮,4,懸浮微粒,PM10,μg/m3,2023-09-29,28
57,前鎮,5,氮氧化物,NOx,ppb,2023-09-29,13.6
57,前鎮,6,一氧化氮,NO,ppb,2023-09-29,1.8
57,前鎮,7,二氧化氮,NO2,ppb,2023-09-29,11.7
57,前鎮,8,總碳氫化物,THC,ppm,2023-09-29,2.11
57,前鎮,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-29,0.1
57,前鎮,10,風速,WIND_SPEED,m/sec,2023-09-29,0.8
57,前鎮,14,溫度,AMB_TEMP,℃,2023-09-29,29.4
57,前鎮,31,甲烷,CH4,ppm,2023-09-29,2
57,前鎮,33,細懸浮微粒,PM2.5,μg/m3,2023-09-29,18.3
57,前鎮,38,相對濕度,RH,%,2023-09-29,85
57,前鎮,143,小時風速值,WS_HR,m/sec,2023-09-29,0.5
58,小港,1,二氧化硫,SO2,ppb,2023-09-29,1.2
58,小港,2,一氧化碳,CO,ppm,2023-09-29,0.28
58,小港,3,臭氧,O3,ppb,2023-09-29,29.8
58,小港,4,懸浮微粒,PM10,μg/m3,2023-09-29,29
58,小港,5,氮氧化物,NOx,ppb,2023-09-29,12.8
58,小港,6,一氧化氮,NO,ppb,2023-09-29,1.6
58,小港,7,二氧化氮,NO2,ppb,2023-09-29,11
58,小港,8,總碳氫化物,THC,ppm,2023-09-29,2.2
58,小港,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-29,0.07
58,小港,10,風速,WIND_SPEED,m/sec,2023-09-29,1.6
58,小港,14,溫度,AMB_TEMP,℃,2023-09-29,29.9
58,小港,31,甲烷,CH4,ppm,2023-09-29,2.12
58,小港,33,細懸浮微粒,PM2.5,μg/m3,2023-09-29,18.5
58,小港,38,相對濕度,RH,%,2023-09-29,79
58,小港,143,小時風速值,WS_HR,m/sec,2023-09-29,1.4
59,屏東,1,二氧化硫,SO2,ppb,2023-09-29,1.3
59,屏東,2,一氧化碳,CO,ppm,2023-09-29,0.31
59,屏東,3,臭氧,O3,ppb,2023-09-29,34.3
59,屏東,4,懸浮微粒,PM10,μg/m3,2023-09-29,28
59,屏東,5,氮氧化物,NOx,ppb,2023-09-29,8
59,屏東,6,一氧化氮,NO,ppb,2023-09-29,0.6
59,屏東,7,二氧化氮,NO2,ppb,2023-09-29,7.3
59,屏東,8,總碳氫化物,THC,ppm,2023-09-29,2.27
59,屏東,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-29,0.05
59,屏東,10,風速,WIND_SPEED,m/sec,2023-09-29,1.7
59,屏東,14,溫度,AMB_TEMP,℃,2023-09-29,29.2
59,屏東,31,甲烷,CH4,ppm,2023-09-29,2.21
59,屏東,33,細懸浮微粒,PM2.5,μg/m3,2023-09-29,19.2
59,屏東,38,相對濕度,RH,%,2023-09-29,82
59,屏東,143,小時風速值,WS_HR,m/sec,2023-09-29,1.3
60,潮州,1,二氧化硫,SO2,ppb,2023-09-29,1
60,潮州,2,一氧化碳,CO,ppm,2023-09-29,0.19
60,潮州,3,臭氧,O3,ppb,2023-09-29,28.3
60,潮州,4,懸浮微粒,PM10,μg/m3,2023-09-29,21
60,潮州,5,氮氧化物,NOx,ppb,2023-09-29,4.6
60,潮州,6,一氧化氮,NO,ppb,2023-09-29,1.2
60,潮州,7,二氧化氮,NO2,ppb,2023-09-29,3.3
60,潮州,8,總碳氫化物,THC,ppm,2023-09-29,2.12
60,潮州,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-29,0.01
60,潮州,10,風速,WIND_SPEED,m/sec,2023-09-29,1.3
60,潮州,14,溫度,AMB_TEMP,℃,2023-09-29,28.4
60,潮州,31,甲烷,CH4,ppm,2023-09-29,2.1
60,潮州,33,細懸浮微粒,PM2.5,μg/m3,2023-09-29,12.7
60,潮州,38,相對濕度,RH,%,2023-09-29,82
60,潮州,143,小時風速值,WS_HR,m/sec,2023-09-29,1.1
61,恆春,1,二氧化硫,SO2,ppb,2023-09-29,0
61,恆春,2,一氧化碳,CO,ppm,2023-09-29,0.09
61,恆春,3,臭氧,O3,ppb,2023-09-29,20.8
61,恆春,4,懸浮微粒,PM10,μg/m3,2023-09-29,10
61,恆春,5,氮氧化物,NOx,ppb,2023-09-29,0.8
61,恆春,6,一氧化氮,NO,ppb,2023-09-29,0.4
61,恆春,7,二氧化氮,NO2,ppb,2023-09-29,0.3
61,恆春,10,風速,WIND_SPEED,m/sec,2023-09-29,4.4
61,恆春,14,溫度,AMB_TEMP,℃,2023-09-29,29.2
61,恆春,32,降雨強度,RAIN_INT,㎜,2023-09-29,0.5
61,恆春,33,細懸浮微粒,PM2.5,μg/m3,2023-09-29,4
61,恆春,38,相對濕度,RH,%,2023-09-29,86
61,恆春,143,小時風速值,WS_HR,m/sec,2023-09-29,4.1
62,臺東,1,二氧化硫,SO2,ppb,2023-09-29,0.5
62,臺東,2,一氧化碳,CO,ppm,2023-09-29,0.11
62,臺東,3,臭氧,O3,ppb,2023-09-29,17.5
62,臺東,4,懸浮微粒,PM10,μg/m3,2023-09-29,18
62,臺東,5,氮氧化物,NOx,ppb,2023-09-29,3.2
62,臺東,6,一氧化氮,NO,ppb,2023-09-29,1.6
62,臺東,7,二氧化氮,NO2,ppb,2023-09-29,1.6
62,臺東,8,總碳氫化物,THC,ppm,2023-09-29,1.93
62,臺東,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-29,0
62,臺東,10,風速,WIND_SPEED,m/sec,2023-09-29,2.2
62,臺東,14,溫度,AMB_TEMP,℃,2023-09-29,29.2
62,臺東,31,甲烷,CH4,ppm,2023-09-29,1.92
62,臺東,33,細懸浮微粒,PM2.5,μg/m3,2023-09-29,6.1
62,臺東,38,相對濕度,RH,%,2023-09-29,72
62,臺東,143,小時風速值,WS_HR,m/sec,2023-09-29,1.7
63,花蓮,1,二氧化硫,SO2,ppb,2023-09-29,0.1
63,花蓮,2,一氧化碳,CO,ppm,2023-09-29,0.17
63,花蓮,3,臭氧,O3,ppb,2023-09-29,16.8
63,花蓮,4,懸浮微粒,PM10,μg/m3,2023-09-29,14
63,花蓮,5,氮氧化物,NOx,ppb,2023-09-29,3.5
63,花蓮,6,一氧化氮,NO,ppb,2023-09-29,1.3
63,花蓮,7,二氧化氮,NO2,ppb,2023-09-29,2.1
63,花蓮,8,總碳氫化物,THC,ppm,2023-09-29,1.91
63,花蓮,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-29,0.01
63,花蓮,10,風速,WIND_SPEED,m/sec,2023-09-29,2
63,花蓮,14,溫度,AMB_TEMP,℃,2023-09-29,29.2
63,花蓮,31,甲烷,CH4,ppm,2023-09-29,1.9
63,花蓮,32,降雨強度,RAIN_INT,㎜,2023-09-29,0
63,花蓮,33,細懸浮微粒,PM2.5,μg/m3,2023-09-29,5.7
63,花蓮,38,相對濕度,RH,%,2023-09-29,75
63,花蓮,143,小時風速值,WS_HR,m/sec,2023-09-29,1.6
64,陽明,1,二氧化硫,SO2,ppb,2023-09-29,0.9
64,陽明,2,一氧化碳,CO,ppm,2023-09-29,0.13
64,陽明,3,臭氧,O3,ppb,2023-09-29,25.4
64,陽明,4,懸浮微粒,PM10,μg/m3,2023-09-29,11
64,陽明,5,氮氧化物,NOx,ppb,2023-09-29,1.3
64,陽明,6,一氧化氮,NO,ppb,2023-09-29,0.9
64,陽明,7,二氧化氮,NO2,ppb,2023-09-29,0.4
64,陽明,10,風速,WIND_SPEED,m/sec,2023-09-29,2.4
64,陽明,14,溫度,AMB_TEMP,℃,2023-09-29,22
64,陽明,33,細懸浮微粒,PM2.5,μg/m3,2023-09-29,5.2
64,陽明,38,相對濕度,RH,%,2023-09-29,97
65,宜蘭,1,二氧化硫,SO2,ppb,2023-09-29,1
65,宜蘭,2,一氧化碳,CO,ppm,2023-09-29,0.14
65,宜蘭,3,臭氧,O3,ppb,2023-09-29,16.4
65,宜蘭,4,懸浮微粒,PM10,μg/m3,2023-09-29,14
65,宜蘭,5,氮氧化物,NOx,ppb,2023-09-29,3.9
65,宜蘭,6,一氧化氮,NO,ppb,2023-09-29,0.8
65,宜蘭,7,二氧化氮,NO2,ppb,2023-09-29,3
65,宜蘭,8,總碳氫化物,THC,ppm,2023-09-29,2.02
65,宜蘭,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-29,0.02
65,宜蘭,10,風速,WIND_SPEED,m/sec,2023-09-29,1
65,宜蘭,14,溫度,AMB_TEMP,℃,2023-09-29,28.1
65,宜蘭,31,甲烷,CH4,ppm,2023-09-29,2
65,宜蘭,33,細懸浮微粒,PM2.5,μg/m3,2023-09-29,9.2
65,宜蘭,38,相對濕度,RH,%,2023-09-29,80
65,宜蘭,143,小時風速值,WS_HR,m/sec,2023-09-29,0.7
66,冬山,1,二氧化硫,SO2,ppb,2023-09-29,0.9
66,冬山,2,一氧化碳,CO,ppm,2023-09-29,0.14
66,冬山,3,臭氧,O3,ppb,2023-09-29,15.1
66,冬山,4,懸浮微粒,PM10,μg/m3,2023-09-29,12
66,冬山,5,氮氧化物,NOx,ppb,2023-09-29,3.4
66,冬山,6,一氧化氮,NO,ppb,2023-09-29,0.9
66,冬山,7,二氧化氮,NO2,ppb,2023-09-29,2.3
66,冬山,10,風速,WIND_SPEED,m/sec,2023-09-29,1.2
66,冬山,14,溫度,AMB_TEMP,℃,2023-09-29,27.5
66,冬山,33,細懸浮微粒,PM2.5,μg/m3,2023-09-29,5.5
66,冬山,38,相對濕度,RH,%,2023-09-29,85
66,冬山,143,小時風速值,WS_HR,m/sec,2023-09-29,0.9
67,三重,1,二氧化硫,SO2,ppb,2023-09-29,1.7
67,三重,2,一氧化碳,CO,ppm,2023-09-29,0.63
67,三重,3,臭氧,O3,ppb,2023-09-29,11.4
67,三重,4,懸浮微粒,PM10,μg/m3,2023-09-29,22
67,三重,5,氮氧化物,NOx,ppb,2023-09-29,34.2
67,三重,6,一氧化氮,NO,ppb,2023-09-29,19.6
67,三重,7,二氧化氮,NO2,ppb,2023-09-29,14.5
67,三重,8,總碳氫化物,THC,ppm,2023-09-29,2.25
67,三重,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-29,0.13
67,三重,14,溫度,AMB_TEMP,℃,2023-09-29,30.3
67,三重,31,甲烷,CH4,ppm,2023-09-29,2.11
67,三重,33,細懸浮微粒,PM2.5,μg/m3,2023-09-29,13.9
67,三重,38,相對濕度,RH,%,2023-09-29,74
68,中壢,1,二氧化硫,SO2,ppb,2023-09-29,1.7
68,中壢,2,一氧化碳,CO,ppm,2023-09-29,0.45
68,中壢,3,臭氧,O3,ppb,2023-09-29,13.9
68,中壢,4,懸浮微粒,PM10,μg/m3,2023-09-29,18
68,中壢,5,氮氧化物,NOx,ppb,2023-09-29,21.3
68,中壢,6,一氧化氮,NO,ppb,2023-09-29,10
68,中壢,7,二氧化氮,NO2,ppb,2023-09-29,11.3
68,中壢,8,總碳氫化物,THC,ppm,2023-09-29,2.09
68,中壢,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-29,0.09
68,中壢,10,風速,WIND_SPEED,m/sec,2023-09-29,1.1
68,中壢,14,溫度,AMB_TEMP,℃,2023-09-29,29.7
68,中壢,31,甲烷,CH4,ppm,2023-09-29,1.99
68,中壢,33,細懸浮微粒,PM2.5,μg/m3,2023-09-29,11.9
68,中壢,38,相對濕度,RH,%,2023-09-29,72
68,中壢,143,小時風速值,WS_HR,m/sec,2023-09-29,0.3
69,竹山,1,二氧化硫,SO2,ppb,2023-09-29,0.9
69,竹山,2,一氧化碳,CO,ppm,2023-09-29,0.17
69,竹山,3,臭氧,O3,ppb,2023-09-29,27.2
69,竹山,4,懸浮微粒,PM10,μg/m3,2023-09-29,32
69,竹山,5,氮氧化物,NOx,ppb,2023-09-29,5.4
69,竹山,6,一氧化氮,NO,ppb,2023-09-29,0.7
69,竹山,7,二氧化氮,NO2,ppb,2023-09-29,4.7
69,竹山,8,總碳氫化物,THC,ppm,2023-09-29,1.97
69,竹山,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-29,0.01
69,竹山,10,風速,WIND_SPEED,m/sec,2023-09-29,1.2
69,竹山,14,溫度,AMB_TEMP,℃,2023-09-29,28.7
69,竹山,31,甲烷,CH4,ppm,2023-09-29,1.95
69,竹山,33,細懸浮微粒,PM2.5,μg/m3,2023-09-29,21.1
69,竹山,38,相對濕度,RH,%,2023-09-29,86
69,竹山,143,小時風速值,WS_HR,m/sec,2023-09-29,0.9
70,永和,1,二氧化硫,SO2,ppb,2023-09-29,1.1
70,永和,2,一氧化碳,CO,ppm,2023-09-29,0.28
70,永和,3,臭氧,O3,ppb,2023-09-29,15.8
70,永和,4,懸浮微粒,PM10,μg/m3,2023-09-29,16
70,永和,5,氮氧化物,NOx,ppb,2023-09-29,9.1
70,永和,6,一氧化氮,NO,ppb,2023-09-29,2.9
70,永和,7,二氧化氮,NO2,ppb,2023-09-29,6.1
70,永和,8,總碳氫化物,THC,ppm,2023-09-29,2.02
70,永和,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-29,0.03
70,永和,10,風速,WIND_SPEED,m/sec,2023-09-29,1.7
70,永和,14,溫度,AMB_TEMP,℃,2023-09-29,29.7
70,永和,31,甲烷,CH4,ppm,2023-09-29,1.99
70,永和,33,細懸浮微粒,PM2.5,μg/m3,2023-09-29,15
70,永和,38,相對濕度,RH,%,2023-09-29,71
70,永和,143,小時風速值,WS_HR,m/sec,2023-09-29,1.4
71,復興,1,二氧化硫,SO2,ppb,2023-09-29,1.4
71,復興,2,一氧化碳,CO,ppm,2023-09-29,0.4
71,復興,3,臭氧,O3,ppb,2023-09-29,33.5
71,復興,4,懸浮微粒,PM10,μg/m3,2023-09-29,27
71,復興,5,氮氧化物,NOx,ppb,2023-09-29,11.2
71,復興,6,一氧化氮,NO,ppb,2023-09-29,1.2
71,復興,7,二氧化氮,NO2,ppb,2023-09-29,9.9
71,復興,8,總碳氫化物,THC,ppm,2023-09-29,2.18
71,復興,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-29,0.09
71,復興,10,風速,WIND_SPEED,m/sec,2023-09-29,0.7
71,復興,14,溫度,AMB_TEMP,℃,2023-09-29,29.3
71,復興,31,甲烷,CH4,ppm,2023-09-29,2.09
71,復興,33,細懸浮微粒,PM2.5,μg/m3,2023-09-29,19.2
71,復興,38,相對濕度,RH,%,2023-09-29,81
71,復興,143,小時風速值,WS_HR,m/sec,2023-09-29,0.4
72,埔里,1,二氧化硫,SO2,ppb,2023-09-29,1.2
72,埔里,2,一氧化碳,CO,ppm,2023-09-29,0.22
72,埔里,3,臭氧,O3,ppb,2023-09-29,30.7
72,埔里,4,懸浮微粒,PM10,μg/m3,2023-09-29,29
72,埔里,5,氮氧化物,NOx,ppb,2023-09-29,4.9
72,埔里,6,一氧化氮,NO,ppb,2023-09-29,0.9
72,埔里,7,二氧化氮,NO2,ppb,2023-09-29,3.9
72,埔里,8,總碳氫化物,THC,ppm,2023-09-29,2.1
72,埔里,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-29,0.04
72,埔里,10,風速,WIND_SPEED,m/sec,2023-09-29,1.5
72,埔里,14,溫度,AMB_TEMP,℃,2023-09-29,28.3
72,埔里,31,甲烷,CH4,ppm,2023-09-29,2.04
72,埔里,33,細懸浮微粒,PM2.5,μg/m3,2023-09-29,18.7
72,埔里,38,相對濕度,RH,%,2023-09-29,74
72,埔里,143,小時風速值,WS_HR,m/sec,2023-09-29,1
75,馬祖,1,二氧化硫,SO2,ppb,2023-09-29,0.3
75,馬祖,2,一氧化碳,CO,ppm,2023-09-29,0.18
75,馬祖,3,臭氧,O3,ppb,2023-09-29,39.8
75,馬祖,4,懸浮微粒,PM10,μg/m3,2023-09-29,18
75,馬祖,5,氮氧化物,NOx,ppb,2023-09-29,2.8
75,馬祖,6,一氧化氮,NO,ppb,2023-09-29,0.6
75,馬祖,7,二氧化氮,NO2,ppb,2023-09-29,2.2
75,馬祖,8,總碳氫化物,THC,ppm,2023-09-29,1.95
75,馬祖,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-29,0
75,馬祖,10,風速,WIND_SPEED,m/sec,2023-09-29,1.7
75,馬祖,14,溫度,AMB_TEMP,℃,2023-09-29,28.4
75,馬祖,31,甲烷,CH4,ppm,2023-09-29,1.95
75,馬祖,33,細懸浮微粒,PM2.5,μg/m3,2023-09-29,9.5
75,馬祖,38,相對濕度,RH,%,2023-09-29,80
75,馬祖,143,小時風速值,WS_HR,m/sec,2023-09-29,1.3
77,金門,1,二氧化硫,SO2,ppb,2023-09-29,1.4
77,金門,2,一氧化碳,CO,ppm,2023-09-29,0.22
77,金門,3,臭氧,O3,ppb,2023-09-29,31.6
77,金門,4,懸浮微粒,PM10,μg/m3,2023-09-29,23
77,金門,5,氮氧化物,NOx,ppb,2023-09-29,6.5
77,金門,6,一氧化氮,NO,ppb,2023-09-29,0.8
77,金門,7,二氧化氮,NO2,ppb,2023-09-29,5.7
77,金門,8,總碳氫化物,THC,ppm,2023-09-29,2.18
77,金門,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-29,0.04
77,金門,10,風速,WIND_SPEED,m/sec,2023-09-29,1.7
77,金門,14,溫度,AMB_TEMP,℃,2023-09-29,30.4
77,金門,31,甲烷,CH4,ppm,2023-09-29,2.14
77,金門,33,細懸浮微粒,PM2.5,μg/m3,2023-09-29,13.5
77,金門,38,相對濕度,RH,%,2023-09-29,74
77,金門,143,小時風速值,WS_HR,m/sec,2023-09-29,1.3
78,馬公,1,二氧化硫,SO2,ppb,2023-09-29,0.2
78,馬公,2,一氧化碳,CO,ppm,2023-09-29,0.15
78,馬公,3,臭氧,O3,ppb,2023-09-29,30.1
78,馬公,4,懸浮微粒,PM10,μg/m3,2023-09-29,23
78,馬公,5,氮氧化物,NOx,ppb,2023-09-29,4.1
78,馬公,6,一氧化氮,NO,ppb,2023-09-29,1
78,馬公,7,二氧化氮,NO2,ppb,2023-09-29,3.1
78,馬公,8,總碳氫化物,THC,ppm,2023-09-29,1.91
78,馬公,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-29,0
78,馬公,10,風速,WIND_SPEED,m/sec,2023-09-29,2.6
78,馬公,14,溫度,AMB_TEMP,℃,2023-09-29,29.7
78,馬公,31,甲烷,CH4,ppm,2023-09-29,1.92
78,馬公,33,細懸浮微粒,PM2.5,μg/m3,2023-09-29,12.6
78,馬公,38,相對濕度,RH,%,2023-09-29,79
78,馬公,143,小時風速值,WS_HR,m/sec,2023-09-29,2.4
80,關山,1,二氧化硫,SO2,ppb,2023-09-29,0.2
80,關山,2,一氧化碳,CO,ppm,2023-09-29,0.13
80,關山,3,臭氧,O3,ppb,2023-09-29,15.3
80,關山,4,懸浮微粒,PM10,μg/m3,2023-09-29,25
80,關山,5,氮氧化物,NOx,ppb,2023-09-29,2.4
80,關山,6,一氧化氮,NO,ppb,2023-09-29,0.8
80,關山,7,二氧化氮,NO2,ppb,2023-09-29,1.5
80,關山,10,風速,WIND_SPEED,m/sec,2023-09-29,1.7
80,關山,14,溫度,AMB_TEMP,℃,2023-09-29,28.5
80,關山,33,細懸浮微粒,PM2.5,μg/m3,2023-09-29,4.7
80,關山,38,相對濕度,RH,%,2023-09-29,70
80,關山,143,小時風速值,WS_HR,m/sec,2023-09-29,1.3
83,麥寮,1,二氧化硫,SO2,ppb,2023-09-29,1.5
83,麥寮,2,一氧化碳,CO,ppm,2023-09-29,0.22
83,麥寮,3,臭氧,O3,ppb,2023-09-29,26.4
83,麥寮,4,懸浮微粒,PM10,μg/m3,2023-09-29,33
83,麥寮,5,氮氧化物,NOx,ppb,2023-09-29,7.2
83,麥寮,6,一氧化氮,NO,ppb,2023-09-29,1.5
83,麥寮,7,二氧化氮,NO2,ppb,2023-09-29,5.6
83,麥寮,8,總碳氫化物,THC,ppm,2023-09-29,2.39
83,麥寮,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-29,0.02
83,麥寮,10,風速,WIND_SPEED,m/sec,2023-09-29,2
83,麥寮,14,溫度,AMB_TEMP,℃,2023-09-29,29.5
83,麥寮,31,甲烷,CH4,ppm,2023-09-29,2.37
83,麥寮,33,細懸浮微粒,PM2.5,μg/m3,2023-09-29,17.5
83,麥寮,38,相對濕度,RH,%,2023-09-29,87
83,麥寮,143,小時風速值,WS_HR,m/sec,2023-09-29,1.7
84,富貴角,1,二氧化硫,SO2,ppb,2023-09-29,0.3
84,富貴角,2,一氧化碳,CO,ppm,2023-09-29,0.12
84,富貴角,3,臭氧,O3,ppb,2023-09-29,34
84,富貴角,4,懸浮微粒,PM10,μg/m3,2023-09-29,28
84,富貴角,5,氮氧化物,NOx,ppb,2023-09-29,0.9
84,富貴角,6,一氧化氮,NO,ppb,2023-09-29,0
84,富貴角,7,二氧化氮,NO2,ppb,2023-09-29,0.8
84,富貴角,8,總碳氫化物,THC,ppm,2023-09-29,1.95
84,富貴角,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-29,0
84,富貴角,10,風速,WIND_SPEED,m/sec,2023-09-29,5.2
84,富貴角,14,溫度,AMB_TEMP,℃,2023-09-29,28
84,富貴角,31,甲烷,CH4,ppm,2023-09-29,1.95
84,富貴角,33,細懸浮微粒,PM2.5,μg/m3,2023-09-29,10.5
84,富貴角,143,小時風速值,WS_HR,m/sec,2023-09-29,5.1
85,大城,1,二氧化硫,SO2,ppb,2023-09-29,1.4
85,大城,2,一氧化碳,CO,ppm,2023-09-29,0.18
85,大城,3,臭氧,O3,ppb,2023-09-29,26.7
85,大城,4,懸浮微粒,PM10,μg/m3,2023-09-29,34
85,大城,5,氮氧化物,NOx,ppb,2023-09-29,6.9
85,大城,6,一氧化氮,NO,ppb,2023-09-29,1.1
85,大城,7,二氧化氮,NO2,ppb,2023-09-29,5.7
85,大城,8,總碳氫化物,THC,ppm,2023-09-29,2.34
85,大城,9,非甲烷碳氫化合物,NMHC,ppm,2023-09-29,0.02
85,大城,10,風速,WIND_SPEED,m/sec,2023-09-29,2.6
85,大城,14,溫度,AMB_TEMP,℃,2023-09-29,29.2
85,大城,31,甲烷,CH4,ppm,2023-09-29,2.31
85,大城,33,細懸浮微粒,PM2.5,μg/m3,2023-09-29,15
85,大城,38,相對濕度,RH,%,2023-09-29,83
85,大城,143,小時風速值,WS_HR,m/sec,2023-09-29,1.9
31,忠明,7,二氧化氮,NO2,ppb,2023-09-29,8.4
10,淡水,4,懸浮微粒,PM10,μg/m3,2023-09-30,15
10,淡水,5,氮氧化物,NOx,ppb,2023-09-30,6.9
10,淡水,6,一氧化氮,NO,ppb,2023-09-30,1.6
10,淡水,7,二氧化氮,NO2,ppb,2023-09-30,5.2
10,淡水,10,風速,WIND_SPEED,m/sec,2023-09-30,1
10,淡水,14,溫度,AMB_TEMP,℃,2023-09-30,29
10,淡水,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,7.4
11,士林,1,二氧化硫,SO2,ppb,2023-09-30,0.8
11,士林,2,一氧化碳,CO,ppm,2023-09-30,0.18
11,士林,3,臭氧,O3,ppb,2023-09-30,24.8
10,淡水,2,一氧化碳,CO,ppm,2023-09-30,0.25
10,淡水,1,二氧化硫,SO2,ppb,2023-09-30,1.5
9,林口,143,小時風速值,WS_HR,m/sec,2023-09-30,2.3
9,林口,38,相對濕度,RH,%,2023-09-30,86
9,林口,33,細懸浮微粒,PM2.5,μg/m3,2023-09-30,10.4
